text	label
「殺人行為に等しい」の声も…てんかん患者の免許取得に賛否12日、BLOGOSの議論コーナーに作られたトピック「てんかん患者の運転免許取得・更新について」に、数多くのユーザーの意見が寄せられている。2011年4月、てんかんの持病があることを申告せずクレーン車を運転していた男性が児童6人をはねる事故が発生。この事故を受け、てんかん患者の免許取得が問題視されることとなったが、今月10日、日本てんかん協会は法相に「運転免許を巡って病名による差別が行われる事のないよう求める」要望書を提出していた。その矢先、12日に起こった京都・祇園での大惨事。運転していた男性にてんかんの持病があったと報道されるや、ネット掲示板では「よりによって最悪のタイミング」「その症状で100%交通事故起こすじゃねえか」「運転しない職業を選択する発想はないのか」とバッシングの声が相次いだ。BLOGOSの議論コーナーでも「意識が飛ぶのであれば、凶器を振り回すのと同じだから運転禁止」「てんかんを隠しての免許更新は重罰を加えるべき。これは殺人行為に等しい」「クルマを運転できない不便より人命でしょ」など、免許取得そのものに反対する声から、「てんかん患者にも生活がある。簡単に運転やめろとは言えない」「てんかんを隠さないと就職できないような厳しい社会が悪い」など、てんかん患者を擁護する声なまで、様々な意見が飛び交った。今回の事故では、運転していた男性が死亡してしまったため、てんかんによる事故かどうかは判明されていない。しかし、その可能性もあると指摘する声も絶えず、てんかん患者の免許取得については今後も議論が続きそうだ。【関連記事】・てんかん患者の運転免許取得・更新、あなたはどう考える？(BLOGOS)・暴走時、発作起きていなかった可能性…祇園事故(livedoorニュース)・祇園暴走死傷事故「てんかん」で食い違う姉と会社の話(livedoorニュース)・「運転控えて」直後の惨事＝発作心配、家族で会議—死傷事故の藤崎容疑者(livedoorニュース)・３０歳男性、赤信号無視！１８人はね電柱に激突死…祇園８人死亡事故(livedoorニュース)	topic-news
【Sports Watch】引退した仁志がテレビに出演、“徹底解説”の筈が——巨人から横浜ベイスターズへと移り、今年4月には、アメリカ独立リーグのランカスター・バーンストーマーズ移籍を果たすも、ケガにより先月引退を表明したばかりの仁志敏久が、16日放送、TBS系「NEWS23 X（クロス）」に出演した。「責任がおりました。毎日のんびり暮らしています」と近況を語る仁志、米独立リーグ挑戦については、「アメリカの文化の中で野球をやりたいということが一つの目標でもあり、夢でもあったので、その気持ちの穴を埋めて、どこでもいいからやりたかった」と明かした。その後も、同番組内で野球の解説を行った仁志だが、「横浜−巨人戦を徹底解説」というアナウンスをされるも、長野久義の盗塁を取り上げ、「本人にとってもプレーの幅を広げるという意味では大きな財産。チームにとっても、攻撃の幅が広がる」と述べ、試合後もまた「走攻守を期待されていると思いますけど、僕なんかよりも大きな期待をされると思う。生え抜きの一人として、もっともっと成長してほしい」と長野に対するコメントに終始したのだった。	sports-watch
映画を観ながらダイエット！「映画ヨガ」をカンタンに学べる無料動画が公開中様々なダイエットを試しても「続かない」方は多いのではないでしょうか。今回、「続けやすい」ダイエット方法として、家で映画を観ながらできるヨガを紹介します。紹介してくれるのは、日本最大級のホットヨガスタジオ「LAVA」でヨガインストラクターをつとめる城所恵美先生です。家で映画を見るために利用するのは、Xbox 360で映画が観られるZuneビデオ。Zuneビデオは、Xbox 360をインターネットにつなぐだけでカンタンに様々な映画を見ることができるのです。特にZuneビデオは、声だけで操作ができるボイス・コントロール機能があります。これを利用すれば、ヨガのポーズをとりながらでも、自由に映像の操作ができるため、映画ヨガには最適です。さて、最初に紹介するポーズは、アクション系映画を見ながらやるのにおススメの「ウォーリア」です。このポーズは、力強いパワーが全身にみなぎり、勇ましい気持ちで映画を見ることができます。つまり、アクション系の映画を何倍も楽しむことができるのです。【動画解説】アクション系映画におススメ「ウォーリア」のポーズそして、アクション系映画におススメなもう一つのポーズ「弓」は、難易度が高めですが、こちらも勇ましい気持ちになれるポーズです。【動画解説】アクション系映画におススメ「弓」のポーズ2番目に紹介するのは「鳩」のポーズ。恋愛系の映画を観るのにおススメです。このポーズでは、胸が大きく開かれるため、心が開放され、感情が豊かになります。このポーズを取りながら恋愛系の映画を観ると、いつもとは違ったときめきを感じながら楽しめるかもしれません。【動画解説】恋愛系映画におススメ「鳩」のポーズ次に紹介するのは、サスペンス・ホラー系映画にピッタリの「舟」のポーズです。このような身体が不安定になるバランス系のポーズを取りながら鑑賞すると、普段より恐怖感・ドキドキ感を感じやすくなるかもしれません。【動画解説】サスペンス・ホラー系映画におススメ「舟」のポーズ最後に、SF系映画におススメするのは、浮遊感がある「飛行機」のポーズです。ポーズをキープするのが大変な分、高いダイエット効果が期待できます。【動画解説】SF系映画におススメ「飛行機」のポーズ以上が映画ヨガの概要ですが、動画を最初から見るにはこちらからご覧ください。今回ご紹介した映画ヨガは、映画好きの方なら、楽しくダイエットできるので続けやすいのではないでしょうか。また、映画ヨガの動画の中で紹介している映画は、すべて「Zuneビデオ」で配信されています。映画ヨガをしながらぜひ観賞してみてくださいね。■関連リンク・Xbox 360・Zuneビデオ・Zuneファン	dokujo-tsushin
即効美脚になるヨガポーズ／今すぐできる小顔テクなど−【みんなのお気に入り登録記事】週間ランキングPeachyアプリを利用している皆さま、アプリの「お気に入り」機能は使っていますか？「お気に入り」とは、「あとでまた読みたい！」と思った記事を登録すると、読みたいときにいつでもその記事を呼び出せちゃう便利な機能です。つまり、「お気に入り」の数が多いほど、読者の関心をひいた記事ということ。それでは、先週（2012年4月23日〜4月29日）最も多く「お気に入り」登録された記事TOP5をご紹介します！第1位：ゴールデンウィークまで時間がない！即効美脚になるヨガポーズもうすぐゴールデンウィーク！旅行を計画している人、パーティやバーベキューを計画している人など、休日を心待ちに仕事に勤しんでいる人も多いのでは？楽しいコトは、徹底的に楽しめるように計画を練り、思う存分楽しむコトが大切。いつも笑顔で楽しんでいる姿は、誰の目にも可愛く映ります。しかも、手入れされた、まだ陽に焼けていない脚を惜しげもなくさらせば、あなたの脚のまぶしさに周囲の男子の目はくらむはず。第2位：素足に自信が持てるお手入れテク体のすみずみまでお手入れの行き届いた女性ってすてきですよね。ブーツやタイツを脱いで素足でお出かけしたくなるこれからの季節に向けて、「美的エイジング」サイトの監修者・勝田小百合さんに、美脚のためのケア方法を教わりました。第3位：野菜と果物をたくさん摂取すると肌が金色に輝くと判明「肌がつやつや艶やかになれば……」と、女性なら誰しも願うことですよね。その為に、野菜や果物を食べる努力してみても、たくさん食べるモチベーションがなかなか上がらないこと、ありませんか？　きっとそれは、野菜や果物が肌へもたらす効果を何となくしか知らないせいかもしれません。第4位：たったこれだけ！夫婦仲が良くなるシンプルな習慣10個【2/3】前回の記事では、仲良し夫婦がやっているシンプルな習慣をまずは3つ紹介しました。では、引き続き4つの習慣を見ていきましょう。第5位：骨格はそのままでも憧れのモデル顔に!? 今すぐできる小顔テク春になると気分がウキウキして、新しい服が欲しくなる。ファッション雑誌のモデルたちがおしゃれに春服を着こなしているのを見ると、もうそれが欲しくてたまらなくなってしまう。でも、梨花さんや平子理沙さんのようなスタイルの良いモデルさんを見るたびに、羨望を通り越し「"もと"が違うよ」と諦めの気持ちが強くなることも……。以上、Peachyアプリの「お気に入り」登録数ランキングでした！■関連記事「お気に入り」機能の使い方を知りたい方は以下の記事もチェックしてみてください！【iPhone版】新しくなった♪Peachyアプリの使い方※追記しました 【Android版】 新しくなった♪Peachyアプリの使い方	peachy
【週末映画まとめ読み】『怪物くん』に忍び寄るスパイと仮面ライダーの足音＜12月3日号＞　嵐の大野智主演『映画 怪物くん』が、4週連続首位をキープしていた三谷幸喜監督作『ステキな金縛り』を抑え、初登場首位を獲得。全国446スクリーンで公開され、初日2日間成績は動員43万1093人、興収5億8103万8150円と大ヒットスタートをきった。（詳細は、こちらの映画動員ランキングを参照）　興行収入40億をめざして順調な滑り出しを見せた『映画 怪物くん』だが、その背後にはライバルとなる作品の足音が聞こえてきている。　まずは、子供たちのヒーローである仮面ライダー。『仮面ライダー×仮面ライダー フォーゼ＆オーズ MOVIE大戦 MEGA MAX』が12月10日と迫っている。28日には完成披露試写会が行われ、今までにはない“メガ盛り”な魅力について語られた。・真野恵里菜「女子高生仮面ライダーになってTwitterのフォロワーが増えた」・仮面ライダーヒロインの清水富美加、舞台挨拶で緊張状態が大気圏突破 　そして、ハリウッドを代表する大ヒットメーカー、スティーブン・スピルバーグの『リアル・スティール』が、12月9日に公開。スピルバーグが「奇跡の子役だ！」と絶賛した12歳の天才子役ダコタ・ゴヨも来日して、PRに余念がない。・スピルバーグが絶賛し、天海祐希と芦田愛菜をも魅了した少年の“魔法”・芦田愛菜、スピルバーグが認めた天才子役と夢の共演・天海祐希が“奇跡の子役”に「母のような気持ち」　そして、人気シリーズの最新作『ミッション・インポッシブル／ゴースト・プロトコル』が12月16日から公開。主演を務めるトム・クルーズも来日し、スカイツリーでパフォーマンスを行ったり、布袋寅泰とコラボ共演をしたりするなど、精力的に映画の宣伝を行った。・制限時間は27時間！　トム・クルーズに与えられたミッションとは・ハリウッド絶賛のコラボ、『M：I』最新作が布袋色に染まる　その他にも、次の『タンタンの冒険／ユニコーン号の秘密』、『ワイルド7』、『ニューイヤーズ・イブ』などの映画も控えている。強豪映画が続々と迫りくる中、安心していては足下をすくわれてしまうだろう。・ヨンア「タンタンのように勇気のある男の子がすごく好き」 ・深田恭子「女性の私が見ても、ときめいた」・ザック・エフロン、映画『ニューイヤーズ・イブ』PRのため来日決定　DVD関連では、長澤まさみらを輩出した「東宝シンデレラオーディション」の受賞者、上白石萌歌、上白石萌音、浜辺美波、小川涼が主演を務めるショートムービー「空色物語」シリーズのDVD発売イベントが行われた。・目指せ長澤まさみ！ 東宝シンデレラ4人が短編DVDで初主演・林家三平＆国分佐智子出演『カーズ2』CMのラブラブなメイキング映像を先行公開　特別連載や、独自インタビューは次の通り。連載のマンガコラム「いちおう妖ヶ劇場」の第2話は『アメリカン・パイ』に注目。ちょっとエッチなアメリカン青春コメディに隠された“父の愛”に注目している。・インタビュー：マシュー・グレイ・ギュブラー、シェマー・ムーア「お互いに、今が一番いい状態」・【DVDエンター！】エレベーターという密室に潜む“殺人犯＝デビル”・【いちおう妖ヶ劇場】第2話：パパはいつでも娘をパパラッチの巻　その他、映画関連、芸能関連ニュースはこちら。『バック・トゥ・ザ・フューチャー』のデロリアンの発売や、あの後藤真希が大胆な写真集を発売など刺激的なニュースが満載だった。・『バック・トゥ・ザ・フューチャー』に登場するデロリアン、世界30台限定で販売・「今まで見せていない姿を見て欲しい」ゴマキ4年ぶり写真集が大量増刷・黒木メイサ、新CM発表会をネット生中継＆新コラボPV解禁・“ポチたま”の人気コーナー、SMAP・香取慎吾＆広末涼子で映画化・セクシー女優が賛否両論を覚悟で被災地へメッセージ・沢尻エリカが約４年半ぶりの女優復帰「いい女って何だろう？」　師走となって外は肌寒いが、年末に向けてランキング争いは過熱しそうな雰囲気。イルミネーションを楽しむのも良いが、温かい映画館で、最新話題作を堪能するのもいかがだろうか。　日別映画ニュースまとめ：26日（土）｜27日（日）｜28日（月）｜29日（火）｜30日（水）｜１日（木）｜２日（金）	movie-enter
癒し？それともドキドキ？女が美容室に求めるものとは女性なら誰もが持っている「キレイになりたい」願望。そんな女性たちにとって、自分の「見せ方」を左右する「ヘアスタイル」を作ってくれる美容室は、欠かせない存在だ。しかし、美容室は、単に「髪を切る」「髪を染める」「パーマをかける」といった、物理的な満足感を満たすだけの場所ではないようだ。正美さん(仮名・35歳)にとって、美容室はズバリ「癒しの空間」だという。「なじみの美容師さんと鏡越しにぽつぽつしゃべるのがいいんですよね。誰かとドライブする時、お互いに前を見ながらしゃべると素直になれるのと近い感覚ですね」そのため、正美さんは必ず決まった美容室の決まった人に頼むという。「信頼している人に髪を触ってもらうのって、心地いいですよね。それに、美容室って、お茶のサービスやマッサージサービスもあるから、心身ともにリラックスできる。私にとっては、マッサージや温泉に行くのと同じくらい、『癒し』の時間です」理子さん(仮名・38歳)も、美容室で気持ちをチャージすることがあるという。「スタッフが全員女性の小さな美容室の雰囲気に惹かれて通ってました。女性店長さんが若いスタッフを一生懸命育てている姿が、本当にほほえましくて。店長さんからシャンプーガールまで、みんながいい笑顔で出迎えてくれるので、疲れている時にカットしてもらいに行くと、こっちも笑顔になれる。これぞ接客のプロだなあと思いました」しかし、忙しくて行けない間に、その美容室はネイルサロンになっていたという。「癒しの場がなくなって、ショックでした。どうしてもあの店長さんに切ってもらいたくて、異動先を調べようとしたんですが、わかりませんでした」最近やっと新しいなじみの美容室ができたが、それでも、あの店長さんが働いている美容室がわかれば、電車を乗り継いででも行きたいという。実際、電車を乗り継いで同じ美容室に十年以上通っているのは美穂さん(仮名・30歳)だ。「その美容師さんがアシスタントだった頃、カットモデルを頼まれて以来のおつきあいです。私の髪質や好みをよくわかってくれているので、どんなスタイルでも安心しておまかせできるんです。カット中も、仕事や恋愛の話をしたり、元気をもらってます。その美容師さんが店長さんになった時は本当に嬉しくて、花束を贈りました」美穂さんは、その美容師さんが他のお店に異動しても、その人に切ってもらうために異動先にお店に通う、と断言する。ちなみに、前出の理子さんを始め、正美さんと美穂さんも、元気をもらっているなじみの美容師さんは女性なのだそう。一方、男性美容師さんにドキドキしたことがあるというのは恵利さん(仮名・34歳)。「初めて原宿の有名美容室に行った時、妙になれなれしいというか(笑)、フレンドリーな美容師さんにドキドキしちゃいました。女子高を卒業したばかりの私は男性に免疫がなかったので、妙に思わせぶりな美容師さんの言動に『勘違いしちゃだめだ！』って必死に自分に言い聞かせてました。今考えると、普通の営業トークだったと思うんですが、身体の一部を預けている分、男性美容師さんにはドキドキしやすいのかも」髪を触るということは、身体の一部を預けること。相手に生理的な嫌悪感を感じると、女性は触られたくないと感じるものだと恵利さんは言う。「だからこそ、男性美容師は女性に嫌悪感を感じられないよう、身だしなみや言動に気を使っている人が多い。そういうところも、女性をドキドキさせる要因かもしれません」同じく、イケメンの男性美容師さんにドキッとしたことがあると話してくれたのは由貴さん(仮名・33歳)。「以前、表参道の有名店と言われる美容室に行ったら、男性美容師さんが全員イケメンだったんです。私は人見知りなので、美容師さんとは話しませんでしたが、眼福になりました(笑)。美容師さんって、常に人と接しているから話題も豊富だし、『お茶、熱いので気を付けてくださいね♪』と気遣ってくれたりする。日本って、そういう紳士的な振る舞いができる男性が少ないから、男性美容師さんの優しさにドキドキする女性は多いと思います」しかし、「いくらイケメンで優しくても、カットが下手だとこっちのストレスが倍増する」と由貴さん。あくまでも、技術がしっかりある美容師であることが大事なのだという。「だから、いいと思った美容師さんは、必ず指名します。＋500円の指名料でも、指名されると気合いが違うって聞いたことがあるから。自分に合ったスタイルを作ってくれる上でイケメンなら、さらに嬉しい、といったところですかね」女性たちに、癒しやドキドキ、そして美しさを与え続ける美容師さんと美容室。働く女を支える大きな力になっていることは、間違いなさそうだ。(栗頭渋子)	dokujo-tsushin
NTTドコモ、MEDIAS ES N-05Dに壁紙設定時のギャラリーでサムネイルが表示されない不具合などでソフトウェア更新を提供開始MEDIAS ES N-05Dにソフトウェア更新！ NTTドコモは6日、2012年春モデルで薄さ6.7mmのスリムデザインを採用した「MEDIASシリーズ」のAndroidスマートフォン「MEDIAS ES N-05D」（NECカシオモバイルコミュニケーションズ製）において壁紙設定時のギャラリーでサムネイルが表示されないなどが見つかったとしてネットワーク経由による本体ファームウェアアップデートサービス「ソフトウェア更新」を提供開始したことをお知らせしています。今回の更新で修正される不具合は以下の2点です。更新にかかる時間は約7分。更新期間は2015年8月31日まで。MEDIAS ES N-05Dのソフトウェア更新は今回が2回目。※下記以外にも、より快適にご利用いただくための更新や一部仕様および表示変更などが含まれています。改善される事象・壁紙設定の際、ギャラリーにてサムネイルが表示されない場合がある。・microSDXCカードを差し込むと、microSDXCカード内のデータが破損される。更新は、自動更新に対応しており、新しいソフトウェアを自動でダウンロードし、あらかじめ設定した時間（デフォルトは午前2時〜午前4時）に書換えが行われます。また、ホーム画面にて「メニューボタン」⇒「設定」⇒「端末情報」⇒「ソフトウェア更新」を選択し、画面の案内に従って操作を行うことで、即時更新も可能となっています。詳しい操作手順は「ソフトウェア更新 簡易操作手順（MEDIAS ES N-05D）（PDF形式：249KB）」を参照して下さい。ソフトウェア更新を行う際には、以下の注意点がありますので、ご注意ください。・ソフトウェア更新中は電池パックを外さないでください。更新に失敗することがあります。・ソフトウェア更新を行う際は、電池をフル充電しておいてください。・次の場合はソフトウェアを更新できません。　　・通話中・圏外にいるとき　　・国際ローミング中　　・機内モード中　　・Wi-Fiネットワークとの接続中　　・OSバージョンアップ中　　・日付・時刻を正しく設定していないとき　　・ソフトウェア更新に必要な電池残量がないとき　　・ソフトウェア更新に必要な空き容量が十分でないとき・ソフトウェア更新（ダウンロード、書換え）には時間がかかることがあります。・ソフトウェア更新中は、電話の発信、着信、各種通話機能およびその他の機能を利用することはできません（ダウンロード中は音声着信が可能です）。・ソフトウェア更新は、電波が強く、アンテナマークが4本表示されている状態で、移動せずに実行することをおすすめします。・ソフトウェアダウンロード中に電波状態が悪くなり、ダウンロードが中止された場合は、再度電波状態のよい場所でソフトウェア更新を行ってください。・すでにソフトウェア更新済みの場合は、ソフトウェア更新のチェックを行った際に「更新の必要はありません。このままお使いください。」と表示されます。バージョンの確認方法の手順でご確認いただき、「A1001901」と表示されれば最新のソフトウェアです。・バージョンの確認方法・MEDIAS ES N-05Dの左下の「メニューボタン」→「設定」→「端末情報」→「ビルド番号」・ソフトウェア更新中に送信されてきた、SMSはSMSセンターに保管されます。・ソフトウェア更新の際、お客様のMEDIAS ES N-05D固有の情報（機種や製造番号など）が、自動的にサーバー（当社が管理するソフトウェア更新用サーバー）に送信されます。当社は送信された情報を、ソフトウェア更新以外の目的には利用いたしません。・ソフトウェア更新に失敗した場合、「書換え失敗しました」と表示され、一切の操作ができなくなる可能性があります。その場合には、大変お手数ですがドコモ指定の故障取扱窓口までお越しいただけますようお願いいたします。・PINコードが設定されているときは、書き換え処理後の再起動の途中にて、PINコードを入力する画面が表示され、PINコードを入力する必要があります。・ソフトウェア更新中は、他のアプリケーションを起動しないでください。記事執筆：memn0ck■関連リンク・エスマックス（S-MAX）・エスマックス（S-MAX） smaxjp on Twitter・MEDIAS ES N-05Dの製品アップデート情報 | お客様サポート | NTTドコモ	smax
カロリー控えめ、果肉はしっかり。わがまま女子のための缶入りチューハイ　「フルーティーなお酒が飲みたい」「でも、カロリーが高いのはイヤ！」わがままな女子のお願いを叶えてくれるのが、「アサヒSlat（すらっと）」。1缶当たりのカロリーが、現在発売されている缶入りチューハイの中で“最少級”という嬉しさ。なのに、果汁をしっかり含んだ果肉（果実のツブ）入りで、みずみずしい果汁感を楽しめると評判です。　現在発売中の「果肉入りレモン」「果肉入りグレープフルーツ」「すっきり白ぶどう」に続き、2010年2月2日（火）、新フレーバー「アサヒSlat（すらっと）すっきり白桃」が新発売になります。ホワイトピーチ果汁に、グレープフルーツ果肉を配合し、すっきりさらっとした味わい。白桃の甘くフルーティーな香りと、果実をその場で搾ったようなみずみずしい果汁感が特長で、従来のコンセプト通り、1缶当たりのカロリーが“最少級”の88kcal、糖質70%オフ、アルコール分3%となっています。　フレッシュなフルーツのテイストに、ほんのり低アルコールの「アサヒSlat（すらっと）」。頑張った自分へのご褒美として、デザート感覚で楽しんでみてはいかがでしょうか？■関連リンクアサヒSlat	peachy
モデルも常連！カロリーオフのおむすび屋　【プレゼント有り】　パンは大好きだけど、やっぱり日本人の主食はお米。ダイエット中でも、昔から慣れ親しんできたご飯は、どうしても食べたくなってしまうもの。新米の季節となればなおさら。そんな女子たちの強い味方になってくれるのが、2010年6月にオープンした「ゑびすむすび 恵比寿本店」です。　日本の伝統食でありファストフードでもあるおむすびに、「体の健康と心の健康」を取り入れたこちらは、江戸中期から続く老舗米店が全国各地から厳選した逸品を使用。約４種類のお米をブレンドして使用するお米は、季節によって配合を変えるほどのこだわりが。さらに「体の健康」を考え、白米・玄米・雑穀米・こんにゃく米の4種類を用意。特に、こんにゃく米は、白米よりカロリーが40％オフになることから、女子に人気が高いのだそう。　しかし健康だけを考えるとちょっと味気なさを感じることも……。それには「心の健康」を考え、さまざまな具材でカバー。例えば、がっつりと食べたい人は、から揚げと牛蒡のお漬物をマヨネーズであえた「からマヨ 牛蒡醤油」や「えび天むすび」、上品な味わいを楽しみたいなら、自慢の鯛めしをふっくらと握った「恵比寿むすび」のほか、釧路港直送のたらこといった、一流素材を使うベーシックなものから、すじこなど、季節限定の旬の味が常時20種類以上揃っているのも魅力。　また、特筆すべきは、24時間デリバリーがあること。現在は、恵比寿というロケーションもあり、女性誌やTV局へのデリバリーが多く、一度食べたモデルや女優さんにリピーターとなる事も多いそう。一般家庭でも5000円〜ならデリバリーはもちろんOK。さまざまな催し事も多くなる秋冬。ぜひ利用してみてはいかがですか？※デリバリー地区は、要確認となります。● ゑびすむすび 恵比寿本店   - 公式サイト 5000分相当のゑびすむすびお試しセットをプレゼント応募はこちらから！（※応募にはlivedoor IDが必要となります）	peachy
【Sports Watch】興南出身の具志堅氏「野球部入ったら、お前ダメだって」21日、阪神甲子園球場で開催された第92回全国高校野球選手権大会決勝戦は、沖縄・興南が、神奈川・東海大相模を13-1で下し、史上6校目の春夏連覇を達成した。同日深夜放送、TBS「S1」では、興南高校出身の元ボクシングWBA世界ジュニアフライ級王者・具志堅用高氏がゲストで出演、喜びの声を挙げた。「ありがとうございます。本当にありがとう。ご苦労さん」と満面の笑みを浮かべる具志堅氏。高校時代の興南野球部について訊かれると、「私、野球部入ったら、お前ダメだって言われたもん。小さいから。いらないって言われたもん。個人競技っていうの？身体小さいから（ボクシングで）モスキート級でやれって」と語り、当時一度は野球部への入部を希望していたエピソードを明かした。その後も、「今日は本当に良かった。今日はこっちくるまでずっと電話ですよ」、「甲子園で13-1っていうのはあるんですか？ 13っていうのは、俺も13回防衛だから。それ、いいたかったです」と上機嫌の具志堅氏、野球解説者・槙原寛己氏も、島袋洋奨投手について「甲子園の決勝で力を出せる。松坂投手もそうだったじゃないですか。決勝でノーヒットノーラン。気持ちの強さ。本当に疲れていたと思うんですけど、そういうのが出せる。性格的にもプロ向きじゃないですか」と絶賛した。	sports-watch
都内開運スポットをそぞろ歩き　近年、パワースポット人気は増すばかり。明治神宮の「清正井」などは、朝から行列ができるほどで、芸能人も多く訪れているそうです。今では日本各地のパワースポットがネットや雑誌で紹介されており、北海道から沖縄まで、さまざまな霊気の宿る場所へ出かけるのが、女子たちの旅の目的のひとつとなっているのではないでしょうか？　　そんな全国へ訪れるパワースポット巡りも素敵ですが、自分が住む周辺の街でも簡単に、開運できるスポットがあるのをご存じでしょうか？それが七福神巡り。七福神巡りとは、恵比寿天、寿老人、大黒天、福禄寿、毘沙門天、弁財天、布袋尊のそれぞれの福の神が祀られた寺社を参拝し、7つの災いと7つの福を呼びこむ、室町時代から続く祈願巡りなのです。　本来の七福神巡りは、お正月に行うのが一般的ですが、お寺に方に聞くと、最近では街の散策を楽しみながら七福神を参拝し、祈願をする女性もたくさんいらっしゃるそうです。そこで私、編集部Mも七福神巡りを初体験してみました。　都内には七福神巡りを行える街が数多くあり、下町だけでも「谷中」「浅草」「北千住」など、どの街を巡ろうか迷うほどにあります。その中で今回私が選んだのは、寅さんで有名な「柴又七福神巡り」。この街は、私が住む街からたった1駅で気軽に訪れることができる場所です。　「柴又七福神巡り」は、寅さん像のある京成柴又駅からスタート。駅で無料配布の柴又マップを貰い、地図に沿ってそぞろ歩きを始めます。マップには「七福神巡り」のコース例も載っているので、とても便利です。また、七福神巡りを記念に残すには、最初のお寺で色紙(200円)をもらい、各寺で御朱印（200円）を貰っていくこともできます。お寺へ向かう道では、団子屋に鰻屋、そして屋台が並び活気あふれる帝釈天・題経時（毘沙門天）までの参道に、京成電車のすぐ脇道を通る宝袋尊・良観寺、そして閑静な住宅街の中にひっそりと佇む大黒天・宝生院など、下町あふれる風情が存分に味わえ、充実した散策も楽しめます。　また、それぞれのお寺の清らかさは、訪れる度に心が洗われていくのを実感。中でも真勝院（弁財天）の静寂さは、境内に入った瞬間に「この場所はなぜか心地よい」と感じられる空間でした。自分が心地よいと思える神域をご近所で見つけるにも、七福神巡りはとてもいいのかも知れません。　柴又七福神巡りは約2時間半で終了。祈願した“福”と散策で出会った下町の風情など、「体を使い、心を豊かにする」そんな充実感をたっぷりと味わえた七福神巡りでした。　　ご近所でそぞろ歩きを楽しみながら開運ができる七福神巡り。ちょっとした気分転換や、運をアップしたい女子にはおすすめです。 賑わいをみせる帝釈天・題経寺までの参道良観寺にある宝袋尊像。お腹に手を置き、願いながら時計周りに3回まわすと願いが叶うそう恵比寿天を祀る医王寺。重厚な門に圧倒される・葛飾柴又 -公式サイト	peachy
食べて、呑んで、映画を観れる『東京ごはん映画祭』が今年も開催　昨年に初開催された、映画好き＆FOOD LOVERSたちに贈る“おいしい！”が詰まった複合型イベント『東京ごはん映画祭』。昨年は女性を中心に1週間で約3,000人を動員した同映画祭が好評につき、規模を拡大して今年も10月8日から23日まで、東京都写真美術館ホールほかサテライト会場にて開催されます。　『東京ごはん映画祭』とは、映画と食事を同時に楽しめる“ごはんつき上映会”や、お母さんとお子さんが一緒に映画を楽しめる“ママのための上映会”など、人と食とのつながりを描いた“美味しい映画”に、トーク、ライブ、マルシェ、ワークショップなどのイベントを連動させた食体験型映画プロジェクトです。昨年は、誰しも感じたことのある、映画を観た跡の「おいしそう！」「おなかすいた！」という食への素直な気持ちをその場で活かし、人と共有できるリアルタイム感が好評を得て、大きな話題を呼びました。　第2回目にあたる今年は開催期間を2週間に拡大。さらに、映画と食を通して東京全体を盛り上げるべく、上映本数や作品ジャンルを拡大し、メイン会場となる恵比寿エリアのほか、都内のカフェレストラン、食スポットをサテライト会場に、より一層スケールアップして開催されます。　上映される“おいしい映画”16作品は、どの映画にも必ず描かれる「食」にフィーチャーした同映画祭にふさわしい、観るだけでお腹が空くおいしそうな映画から、食と人との繋がりを描くドキュメンタリー映画、懐かしの名作まで、ここでしかスクリーンで観られない新旧の話題作が勢揃いしています。　また、ごはんを食べながら映画を観れる、ごはん映画際の大注目イベントとして、ママ向けのティータイム上映会や、呑み放題上映会など、バラエティに富んだ4回の“ごはんつき上映会”を実施。ひとつだけじゃ物足りない！全部ハシゴしたい、食と芸術の秋に最適の上映会です。・「東京ごはん映画祭」特集ページ - MOVIE ENTER“おいしい映画”（16作品）ラインナップ・eatrip イートリップ・Cooking Up Dreams・バグダッド・カフェ・歩いても 歩いても・かもめ食堂・南極料理人・クレイマー、クレイマー・ディナーラッシュ・秋刀魚の味・初恋のきた道・トイレット・ソウル・キッチン・マイ・ブルーベリー・ナイツ・息もできない・転々・イントゥ・ザ・ワイルドごはんつき上映会・10月11日（火）13:00〜ままのためのティータイム上映会『eatrip』・10月11日（火）18:30〜イタリアごはん＆ドルチェつき上映会『ディナーラッシュ』・10月17日（月）19:00〜ペルーごはん上映会『Cooking Up Dreams』・10月20日（木）19:00〜呑み放題上映会『ハングオーバー！消えた花ムコと史上最悪の二日酔い』	movie-enter
